age,job,marital,education,balance,housing,duration,campaign,approval
33.0,management,married,secondary,4040,yes,132.0,2,no
36.0,blue-collar,married,secondary,13,no,284.0,1,no
32.0,self-employed,single,secondary,1259,no,184.0,2,no
25.0,admin.,married,secondary,18,yes,225.0,1,no
25.0,blue-collar,married,secondary,-76,yes,241.0,3,no
38.0,technician,single,tertiary,221,no,79.0,3,no
34.0,management,married,tertiary,136,yes,156.0,1,no
67.0,blue-collar,married,secondary,16353,no,223.0,2,no
32.0,blue-collar,married,secondary,-63,yes,198.0,1,no
45.0,housemaid,married,primary,7353,no,536.0,2,no
33.0,blue-collar,married,primary,511,yes,304.0,2,no
38.0,admin.,married,primary,3913,yes,196.0,2,no
32.0,technician,divorced,secondary,1097,yes,298.0,2,no
54.0,retired,divorced,tertiary,6102,yes,86.0,6,no
51.0,admin.,divorced,secondary,340,yes,186.0,1,no
42.0,blue-collar,married,primary,-119,yes,167.0,3,no
41.0,admin.,married,secondary,2993,yes,24.0,12,no
39.0,management,divorced,tertiary,3575,no,74.0,3,no
38.0,blue-collar,married,secondary,361,yes,601.0,1,no
39.0,management,married,secondary,1072,yes,1168.0,2,no
46.0,blue-collar,married,primary,2904,no,277.0,2,no
50.0,entrepreneur,divorced,tertiary,1790,no,748.0,3,no
33.0,blue-collar,married,secondary,86,yes,364.0,1,no
37.0,technician,married,secondary,1633,yes,229.0,3,no
31.0,management,married,tertiary,8312,no,43.0,13,no
34.0,blue-collar,divorced,unknown,172,no,177.0,1,yes
34.0,management,married,tertiary,0,yes,262.0,1,yes
36.0,management,married,tertiary,222,yes,317.0,1,no
40.0,technician,married,secondary,109,no,402.0,22,no
40.0,blue-collar,married,secondary,1451,no,314.0,1,yes
41.0,technician,married,secondary,1066,no,109.0,3,yes
52.0,management,married,tertiary,3163,no,56.0,6,no
40.0,services,single,secondary,888,yes,169.0,2,no
48.0,blue-collar,single,unknown,428,yes,127.0,1,no
33.0,management,divorced,secondary,106,no,175.0,3,no
44.0,technician,divorced,secondary,0,no,56.0,2,no
55.0,management,married,tertiary,979,no,123.0,1,no
51.0,admin.,married,secondary,2662,no,148.0,2,no
34.0,management,single,tertiary,84,no,231.0,1,no
58.0,retired,divorced,unknown,5920,yes,255.0,1,no
39.0,management,single,tertiary,816,yes,37.0,3,no
27.0,unemployed,single,secondary,3276,no,106.0,1,no
55.0,management,divorced,unknown,2,yes,95.0,1,no
35.0,technician,single,secondary,-51,no,134.0,2,no
37.0,technician,single,tertiary,3315,yes,820.0,2,no
52.0,technician,married,secondary,196,yes,116.0,1,no
41.0,blue-collar,married,secondary,552,yes,463.0,1,no
52.0,admin.,married,secondary,2347,no,603.0,3,no
34.0,blue-collar,single,secondary,3723,yes,47.0,5,no
53.0,management,divorced,primary,255,no,126.0,1,no
33.0,management,single,tertiary,3143,no,421.0,2,yes
47.0,self-employed,married,secondary,0,no,174.0,8,no
35.0,blue-collar,married,secondary,6411,yes,144.0,1,no
33.0,management,single,tertiary,1909,no,191.0,2,no
55.0,blue-collar,married,primary,3873,no,222.0,1,no
58.0,self-employed,married,primary,1013,yes,206.0,1,yes
44.0,admin.,married,secondary,262,yes,74.0,1,no
25.0,services,single,secondary,3217,yes,24.0,1,no
37.0,technician,single,secondary,5436,yes,7.0,11,no
41.0,blue-collar,married,primary,2067,yes,493.0,7,no
34.0,blue-collar,single,secondary,215,no,350.0,3,yes
36.0,services,divorced,secondary,1594,no,250.0,3,no
44.0,self-employed,married,tertiary,134,no,86.0,4,no
34.0,entrepreneur,divorced,tertiary,262,no,371.0,1,no
56.0,blue-collar,divorced,primary,3021,no,419.0,2,no
43.0,management,divorced,tertiary,388,yes,2087.0,2,yes
28.0,blue-collar,single,secondary,3412,yes,22.0,4,no
54.0,blue-collar,married,secondary,1291,yes,266.0,1,no
37.0,technician,divorced,secondary,79,no,191.0,1,no
59.0,self-employed,married,tertiary,2013,no,222.0,4,yes
58.0,blue-collar,divorced,secondary,543,no,264.0,3,no
56.0,management,divorced,tertiary,1016,yes,184.0,5,no
32.0,blue-collar,single,secondary,604,no,95.0,3,no
42.0,management,single,tertiary,525,no,127.0,2,no
52.0,retired,divorced,primary,353,no,395.0,4,no
46.0,management,married,tertiary,964,yes,174.0,1,no
37.0,admin.,married,tertiary,3913,yes,124.0,1,yes
39.0,blue-collar,married,primary,879,yes,102.0,2,no
31.0,admin.,married,secondary,314,yes,279.0,1,no
59.0,housemaid,married,primary,0,no,76.0,11,no
38.0,blue-collar,married,secondary,1370,yes,472.0,2,no
58.0,management,married,secondary,37,no,84.0,11,no
34.0,management,single,tertiary,673,yes,271.0,1,no
40.0,services,married,secondary,-342,yes,754.0,1,no
20.0,student,single,secondary,291,no,172.0,5,no
34.0,technician,married,secondary,209,yes,375.0,2,no
31.0,technician,single,tertiary,438,yes,130.0,2,no
39.0,admin.,single,secondary,1242,yes,303.0,3,no
34.0,entrepreneur,married,tertiary,355,yes,261.0,1,no
24.0,blue-collar,married,secondary,204,yes,229.0,3,no
41.0,management,married,tertiary,10758,yes,288.0,1,no
40.0,management,married,tertiary,5,yes,219.0,3,no
45.0,technician,single,secondary,410,yes,891.0,4,yes
36.0,management,married,tertiary,605,yes,204.0,1,no
53.0,management,married,tertiary,4,no,19.0,6,no
23.0,student,single,secondary,8494,no,158.0,2,no
42.0,entrepreneur,married,primary,198,yes,314.0,1,no
48.0,blue-collar,married,secondary,841,yes,215.0,1,no
34.0,management,married,tertiary,8,no,169.0,4,no
36.0,admin.,married,secondary,470,yes,101.0,4,no
43.0,retired,married,secondary,520,yes,15.0,13,no
36.0,blue-collar,married,secondary,439,yes,260.0,5,no
49.0,blue-collar,married,secondary,-454,yes,558.0,1,yes
55.0,retired,married,secondary,466,no,287.0,4,no
53.0,retired,married,secondary,665,yes,371.0,2,yes
42.0,technician,married,secondary,994,yes,149.0,1,yes
45.0,admin.,married,secondary,5346,yes,187.0,1,yes
31.0,blue-collar,married,secondary,1243,yes,32.0,1,no
32.0,admin.,married,tertiary,0,yes,138.0,1,no
36.0,blue-collar,married,secondary,2357,yes,228.0,2,no
56.0,retired,married,secondary,1044,no,353.0,2,yes
46.0,admin.,married,secondary,1069,yes,45.0,2,no
41.0,housemaid,single,secondary,231,no,76.0,2,no
31.0,admin.,married,secondary,0,yes,144.0,2,no
32.0,technician,married,secondary,266,yes,168.0,2,no
38.0,management,married,tertiary,-70,yes,140.0,1,no
49.0,retired,single,primary,25824,no,94.0,1,no
46.0,management,single,primary,538,no,118.0,3,no
29.0,technician,single,secondary,534,yes,382.0,1,no
36.0,admin.,married,unknown,2323,no,111.0,1,no
38.0,admin.,married,secondary,1852,yes,298.0,2,no
53.0,technician,married,secondary,2647,yes,121.0,1,no
43.0,management,married,tertiary,2767,yes,317.0,7,no
41.0,management,married,tertiary,176,yes,42.0,1,no
42.0,management,single,secondary,9720,no,81.0,2,no
55.0,blue-collar,divorced,secondary,1613,yes,296.0,1,yes
39.0,admin.,divorced,secondary,2903,yes,259.0,2,no
30.0,admin.,single,secondary,81,yes,121.0,6,no
41.0,blue-collar,married,secondary,780,yes,432.0,3,no
44.0,unemployed,married,tertiary,178,no,126.0,2,no
58.0,management,married,tertiary,299,no,120.0,4,no
35.0,retired,married,primary,285,yes,136.0,1,no
27.0,blue-collar,married,secondary,872,yes,1130.0,3,no
34.0,services,married,secondary,1337,no,330.0,2,yes
25.0,services,married,secondary,72,yes,305.0,2,no
36.0,blue-collar,married,secondary,0,no,332.0,3,no
38.0,blue-collar,married,secondary,-388,yes,412.0,1,no
30.0,admin.,married,secondary,11,yes,157.0,1,no
47.0,blue-collar,divorced,secondary,-535,yes,71.0,2,no
41.0,services,divorced,secondary,787,yes,297.0,2,no
36.0,management,single,tertiary,3343,no,307.0,1,no
63.0,entrepreneur,married,secondary,3904,no,250.0,2,yes
23.0,management,single,tertiary,736,yes,119.0,1,no
32.0,management,married,tertiary,1390,no,116.0,2,no
57.0,retired,married,primary,808,no,274.0,1,no
48.0,management,married,tertiary,1147,no,389.0,1,yes
49.0,services,married,secondary,1122,no,143.0,1,no
50.0,technician,married,secondary,-568,yes,860.0,2,no
33.0,blue-collar,married,primary,1165,yes,420.0,2,no
53.0,services,divorced,secondary,-905,yes,213.0,1,no
30.0,unemployed,married,tertiary,0,yes,756.0,1,no
38.0,technician,married,secondary,740,no,259.0,3,no
44.0,management,married,secondary,8262,yes,201.0,16,no
39.0,admin.,single,secondary,14,yes,19.0,9,no
45.0,technician,single,unknown,7108,yes,53.0,1,no
36.0,blue-collar,married,secondary,1049,yes,224.0,4,yes
38.0,blue-collar,married,secondary,0,yes,57.0,5,no
36.0,housemaid,married,secondary,419,yes,251.0,1,no
30.0,management,single,tertiary,726,yes,39.0,1,no
28.0,technician,divorced,tertiary,594,yes,54.0,3,no
26.0,unemployed,married,tertiary,454,yes,28.0,18,no
54.0,unknown,married,secondary,2206,no,104.0,1,yes
38.0,admin.,married,tertiary,1988,no,164.0,2,yes
32.0,technician,single,tertiary,0,no,268.0,2,no
50.0,admin.,divorced,secondary,202,no,148.0,1,no
43.0,blue-collar,married,secondary,667,yes,228.0,3,no
48.0,admin.,married,secondary,112,no,139.0,5,no
57.0,housemaid,married,primary,50,no,89.0,3,no
64.0,housemaid,married,primary,768,no,250.0,2,no
26.0,services,divorced,secondary,74,yes,106.0,6,no
33.0,blue-collar,married,secondary,661,yes,968.0,1,yes
50.0,self-employed,married,secondary,3025,no,168.0,3,no
47.0,self-employed,married,tertiary,751,no,408.0,14,no
39.0,management,single,tertiary,416,no,56.0,4,no
52.0,services,married,primary,14,no,55.0,5,no
31.0,blue-collar,single,primary,-502,yes,76.0,4,no
50.0,blue-collar,married,primary,0,no,72.0,5,no
47.0,technician,married,secondary,599,yes,99.0,3,no
30.0,management,single,tertiary,-218,yes,13.0,15,no
32.0,technician,single,tertiary,1012,no,178.0,1,no
36.0,technician,married,secondary,300,no,287.0,1,no
46.0,technician,married,tertiary,217,yes,141.0,1,no
45.0,management,divorced,tertiary,2096,no,127.0,1,no
37.0,technician,single,secondary,0,no,69.0,2,no
58.0,housemaid,married,primary,5278,yes,763.0,4,no
59.0,management,married,tertiary,1831,no,122.0,1,no
28.0,management,married,tertiary,1480,yes,143.0,1,no
48.0,management,married,tertiary,7289,yes,316.0,3,no
55.0,blue-collar,married,unknown,1665,no,89.0,2,no
37.0,blue-collar,single,primary,851,yes,151.0,1,no
41.0,management,married,tertiary,2885,no,40.0,1,no
35.0,blue-collar,married,secondary,137,no,5.0,1,no
34.0,blue-collar,single,secondary,1239,yes,90.0,1,no
43.0,management,single,tertiary,146,no,50.0,1,no
59.0,technician,married,secondary,1,no,159.0,2,yes
50.0,blue-collar,divorced,primary,-10,no,369.0,6,no
37.0,technician,married,secondary,480,no,344.0,2,yes
35.0,technician,married,secondary,2789,yes,256.0,2,no
50.0,technician,single,secondary,3897,no,298.0,1,no
36.0,technician,divorced,secondary,487,no,268.0,3,no
41.0,admin.,married,secondary,5110,yes,231.0,1,no
28.0,management,married,tertiary,318,yes,4.0,4,no
42.0,technician,single,tertiary,-411,yes,78.0,5,no
60.0,retired,married,secondary,4820,no,419.0,1,no
28.0,management,single,tertiary,4937,yes,421.0,3,no
48.0,entrepreneur,married,secondary,725,no,105.0,1,no
51.0,entrepreneur,married,tertiary,5403,no,42.0,1,no
32.0,technician,married,tertiary,4089,no,114.0,7,no
35.0,technician,married,tertiary,188,no,286.0,2,no
37.0,technician,married,unknown,189,no,238.0,1,yes
38.0,blue-collar,divorced,secondary,2998,yes,91.0,1,no
77.0,retired,married,secondary,610,no,766.0,3,no
32.0,management,single,unknown,787,no,92.0,1,no
43.0,technician,divorced,secondary,167,no,211.0,3,no
36.0,management,single,tertiary,243,yes,160.0,2,no
29.0,management,married,tertiary,877,no,166.0,3,no
32.0,admin.,single,secondary,2817,yes,195.0,1,no
41.0,management,divorced,tertiary,4567,yes,106.0,1,no
26.0,services,single,secondary,127,yes,85.0,3,no
34.0,blue-collar,married,primary,176,no,78.0,1,no
57.0,retired,married,tertiary,0,yes,648.0,1,yes
36.0,services,single,secondary,1482,yes,177.0,2,no
42.0,blue-collar,married,secondary,3052,yes,32.0,1,no
35.0,technician,divorced,secondary,56,no,24.0,12,no
52.0,entrepreneur,divorced,primary,278,yes,688.0,2,no
36.0,management,single,tertiary,3875,yes,21.0,5,no
46.0,technician,married,secondary,-337,yes,112.0,1,no
60.0,management,divorced,tertiary,366,no,593.0,1,yes
57.0,housemaid,married,primary,501,yes,59.0,2,no
48.0,management,married,tertiary,998,yes,121.0,3,no
59.0,self-employed,married,primary,0,yes,97.0,2,no
39.0,management,married,tertiary,246,no,86.0,2,no
44.0,blue-collar,married,secondary,-182,yes,10.0,10,no
27.0,management,single,tertiary,446,no,205.0,3,no
59.0,retired,married,secondary,1173,no,77.0,2,no
36.0,technician,divorced,secondary,5957,yes,138.0,2,no
44.0,admin.,married,secondary,205,no,289.0,1,yes
50.0,admin.,married,secondary,0,no,86.0,4,no
41.0,management,divorced,tertiary,369,yes,9.0,3,no
47.0,admin.,married,secondary,1934,no,225.0,1,no
32.0,technician,single,tertiary,259,no,407.0,4,no
38.0,blue-collar,married,secondary,284,yes,1030.0,6,no
55.0,blue-collar,married,unknown,23,no,123.0,2,no
38.0,management,single,tertiary,1373,no,119.0,4,no
31.0,management,single,tertiary,62,yes,175.0,1,no
38.0,blue-collar,divorced,secondary,157,no,299.0,5,no
29.0,unemployed,single,tertiary,991,no,563.0,1,no
55.0,services,married,secondary,186,yes,241.0,1,no
35.0,unemployed,married,secondary,977,yes,52.0,4,no
40.0,self-employed,single,tertiary,2893,no,76.0,3,no
34.0,blue-collar,married,secondary,1897,yes,441.0,1,no
32.0,technician,single,tertiary,5514,no,319.0,1,yes
33.0,blue-collar,married,secondary,889,yes,13.0,1,no
33.0,management,married,tertiary,273,yes,803.0,1,yes
37.0,admin.,married,secondary,1193,no,396.0,2,no
58.0,management,married,tertiary,2729,no,188.0,1,no
36.0,admin.,single,secondary,0,no,637.0,1,no
42.0,blue-collar,married,secondary,230,yes,175.0,7,no
34.0,technician,single,secondary,2729,yes,945.0,1,no
35.0,management,married,tertiary,317,yes,162.0,3,no
60.0,housemaid,married,primary,517,no,1178.0,3,no
50.0,management,married,tertiary,-470,yes,506.0,2,no
28.0,self-employed,single,tertiary,4579,no,409.0,2,yes
27.0,blue-collar,divorced,secondary,1,yes,116.0,3,no
37.0,management,married,tertiary,5106,no,244.0,1,yes
31.0,technician,married,tertiary,636,yes,352.0,4,yes
34.0,services,married,secondary,1076,no,152.0,1,yes
38.0,management,married,tertiary,126,yes,164.0,2,no
32.0,self-employed,married,secondary,-33,yes,234.0,3,no
37.0,technician,married,secondary,430,no,154.0,4,no
33.0,admin.,married,secondary,-6,yes,566.0,2,no
71.0,technician,married,tertiary,383,no,327.0,2,no
27.0,technician,married,secondary,130,yes,265.0,3,no
38.0,blue-collar,married,primary,2569,no,172.0,1,no
34.0,technician,single,secondary,201,no,257.0,2,no
54.0,retired,divorced,tertiary,0,no,618.0,1,yes
30.0,blue-collar,married,secondary,6,yes,241.0,3,no
35.0,entrepreneur,single,secondary,475,no,936.0,4,no
33.0,blue-collar,single,secondary,706,yes,329.0,1,no
36.0,management,married,secondary,1825,yes,24.0,1,no
59.0,self-employed,married,tertiary,185,no,177.0,5,no
72.0,blue-collar,married,primary,4415,no,120.0,1,no
64.0,management,married,tertiary,679,no,135.0,3,no
53.0,technician,divorced,secondary,320,no,175.0,1,no
35.0,management,single,tertiary,2988,yes,179.0,1,no
58.0,self-employed,married,secondary,1407,yes,58.0,1,no
40.0,technician,married,secondary,1270,no,342.0,2,no
41.0,services,divorced,secondary,654,yes,139.0,2,no
48.0,retired,married,primary,5173,yes,88.0,8,no
44.0,entrepreneur,married,tertiary,3463,yes,210.0,3,no
39.0,blue-collar,married,unknown,0,no,731.0,1,no
61.0,management,married,tertiary,6016,no,670.0,3,yes
36.0,entrepreneur,married,primary,177,yes,63.0,5,no
28.0,management,married,tertiary,3694,no,70.0,2,no
58.0,retired,single,secondary,1640,no,72.0,6,no
60.0,admin.,divorced,secondary,174,yes,241.0,1,no
66.0,admin.,single,secondary,10177,no,272.0,4,no
36.0,management,single,tertiary,490,no,207.0,8,yes
49.0,self-employed,married,secondary,2576,yes,64.0,6,no
40.0,services,married,secondary,0,no,543.0,2,no
23.0,technician,single,secondary,598,no,166.0,1,no
29.0,management,single,tertiary,15459,no,245.0,3,no
44.0,blue-collar,married,primary,271,yes,94.0,1,no
54.0,unknown,married,unknown,2508,no,34.0,8,no
47.0,blue-collar,married,primary,320,no,203.0,2,no
33.0,admin.,married,tertiary,640,no,318.0,1,no
30.0,self-employed,married,secondary,1772,yes,158.0,4,no
27.0,admin.,single,secondary,15,no,177.0,1,no
49.0,management,divorced,tertiary,2370,yes,56.0,1,no
27.0,services,single,secondary,201,yes,172.0,2,no
51.0,blue-collar,married,secondary,160,yes,136.0,1,no
32.0,admin.,divorced,secondary,5,yes,82.0,3,no
30.0,blue-collar,single,secondary,75,yes,123.0,1,no
33.0,admin.,married,secondary,4902,yes,110.0,1,no
27.0,blue-collar,single,primary,-79,yes,385.0,5,no
75.0,retired,divorced,secondary,1341,no,415.0,7,yes
37.0,services,divorced,secondary,490,yes,73.0,1,no
36.0,technician,single,secondary,1521,yes,243.0,2,no
37.0,blue-collar,married,secondary,131,yes,137.0,2,no
35.0,management,married,tertiary,8,yes,55.0,4,no
32.0,services,married,secondary,-632,yes,18.0,5,no
32.0,admin.,single,secondary,116,no,255.0,2,no
35.0,admin.,married,primary,189,yes,95.0,1,no
31.0,blue-collar,married,primary,2,yes,112.0,1,no
28.0,blue-collar,single,secondary,4229,yes,205.0,2,no
27.0,services,married,secondary,54,yes,97.0,1,no
22.0,student,single,unknown,549,no,154.0,1,no
35.0,blue-collar,married,primary,298,yes,135.0,2,no
69.0,retired,married,primary,579,no,230.0,1,no
37.0,entrepreneur,single,tertiary,1467,yes,349.0,1,no
45.0,admin.,single,secondary,0,yes,38.0,1,no
47.0,management,married,tertiary,109,yes,268.0,1,no
52.0,management,married,tertiary,-11,yes,94.0,4,no
33.0,services,married,secondary,90,yes,263.0,2,no
60.0,blue-collar,married,primary,493,no,671.0,4,yes
33.0,management,divorced,secondary,1897,yes,197.0,1,no
44.0,admin.,married,secondary,2403,yes,180.0,2,no
38.0,entrepreneur,married,secondary,868,no,452.0,2,no
54.0,entrepreneur,married,secondary,653,yes,352.0,1,no
32.0,unemployed,divorced,primary,0,no,175.0,4,no
33.0,technician,married,secondary,0,yes,163.0,2,no
55.0,services,divorced,secondary,218,yes,200.0,2,no
51.0,blue-collar,married,primary,5050,no,75.0,7,no
48.0,blue-collar,married,secondary,741,yes,227.0,1,no
37.0,services,single,secondary,1050,yes,586.0,3,no
33.0,services,single,secondary,-56,no,119.0,5,no
30.0,blue-collar,married,primary,1,yes,80.0,2,no
43.0,blue-collar,married,primary,-98,yes,112.0,2,no
49.0,technician,married,secondary,4667,yes,130.0,2,no
54.0,unemployed,married,primary,541,yes,237.0,3,no
31.0,unemployed,married,tertiary,7744,no,377.0,8,no
54.0,unknown,married,unknown,895,no,335.0,1,yes
36.0,unemployed,married,secondary,-129,yes,121.0,3,no
30.0,admin.,married,secondary,0,no,127.0,5,no
27.0,technician,single,secondary,158,no,650.0,2,yes
30.0,admin.,married,secondary,122,yes,107.0,1,no
30.0,blue-collar,married,secondary,673,yes,610.0,2,no
35.0,technician,divorced,secondary,0,no,124.0,4,no
33.0,services,divorced,secondary,411,yes,216.0,1,no
43.0,blue-collar,divorced,primary,-97,yes,747.0,4,no
41.0,blue-collar,married,secondary,-217,yes,313.0,1,no
41.0,management,divorced,tertiary,5037,no,252.0,9,yes
46.0,admin.,divorced,secondary,2232,no,121.0,1,yes
54.0,blue-collar,married,secondary,-932,yes,799.0,1,no
32.0,management,married,tertiary,913,yes,883.0,1,no
30.0,technician,single,tertiary,236,yes,197.0,1,no
40.0,entrepreneur,married,primary,0,yes,271.0,2,no
30.0,blue-collar,married,primary,2581,no,221.0,2,no
27.0,admin.,married,secondary,639,no,243.0,3,no
41.0,blue-collar,married,primary,849,yes,72.0,1,no
54.0,services,married,secondary,386,yes,155.0,2,no
32.0,management,single,tertiary,1218,yes,70.0,2,no
31.0,management,married,tertiary,2603,yes,280.0,4,yes
42.0,blue-collar,married,secondary,-921,yes,115.0,2,no
48.0,admin.,married,primary,607,no,29.0,2,no
34.0,blue-collar,married,primary,79,yes,406.0,2,no
55.0,technician,divorced,secondary,61,yes,113.0,3,no
49.0,technician,married,secondary,1091,no,47.0,2,no
46.0,management,divorced,tertiary,743,no,36.0,2,no
47.0,entrepreneur,married,unknown,209,yes,135.0,2,no
24.0,management,single,tertiary,172,no,67.0,2,no
58.0,entrepreneur,married,secondary,2,no,684.0,1,no
32.0,management,single,tertiary,41,no,686.0,5,yes
25.0,student,single,secondary,1116,yes,170.0,3,no
49.0,blue-collar,married,secondary,-55,no,150.0,3,no
59.0,retired,divorced,secondary,5845,no,1060.0,2,yes
30.0,management,single,tertiary,329,yes,122.0,16,no
46.0,blue-collar,married,secondary,494,yes,724.0,1,no
42.0,management,married,unknown,1519,no,230.0,1,yes
37.0,entrepreneur,married,tertiary,2685,no,187.0,2,no
44.0,blue-collar,married,primary,-14,yes,179.0,4,no
49.0,services,married,secondary,5673,no,357.0,3,no
41.0,blue-collar,married,secondary,1459,no,82.0,1,no
48.0,technician,married,tertiary,0,no,176.0,15,no
31.0,management,married,secondary,625,yes,424.0,1,no
37.0,student,married,unknown,0,no,115.0,1,no
51.0,services,married,secondary,867,yes,177.0,2,no
80.0,retired,married,secondary,8304,no,712.0,1,yes
32.0,management,single,tertiary,151,yes,118.0,1,no
48.0,services,married,primary,-583,yes,25.0,7,no
49.0,blue-collar,married,tertiary,1784,no,753.0,1,no
30.0,management,married,tertiary,3134,yes,124.0,1,no
27.0,self-employed,single,secondary,49,yes,208.0,2,no
34.0,technician,married,secondary,-346,no,136.0,4,no
49.0,management,married,secondary,1623,yes,1081.0,2,yes
48.0,management,married,tertiary,60,no,376.0,2,no
40.0,services,married,secondary,17,no,78.0,1,no
38.0,blue-collar,married,secondary,2008,yes,354.0,1,no
46.0,blue-collar,married,primary,91,yes,29.0,1,no
41.0,entrepreneur,married,tertiary,171,yes,209.0,1,no
28.0,management,single,tertiary,1027,yes,433.0,1,no
51.0,services,married,unknown,5801,yes,147.0,2,no
33.0,blue-collar,divorced,primary,142,yes,41.0,2,no
26.0,management,single,tertiary,205,no,111.0,1,no
34.0,admin.,single,secondary,852,no,108.0,2,no
27.0,blue-collar,married,secondary,-584,yes,411.0,2,no
42.0,self-employed,married,secondary,97,no,108.0,2,no
45.0,admin.,married,secondary,204,yes,224.0,2,yes
31.0,technician,single,secondary,628,yes,1083.0,2,no
32.0,management,single,tertiary,311,no,757.0,2,yes
39.0,blue-collar,married,primary,1564,no,57.0,1,no
26.0,blue-collar,single,secondary,856,yes,95.0,5,no
40.0,management,single,tertiary,1509,no,144.0,2,no
52.0,services,married,secondary,-888,no,135.0,1,no
40.0,technician,single,tertiary,226,no,176.0,2,no
48.0,technician,married,secondary,127,no,524.0,5,no
31.0,services,married,secondary,413,yes,65.0,1,no
27.0,admin.,married,secondary,710,yes,653.0,1,yes
47.0,technician,married,secondary,1233,yes,91.0,1,yes
28.0,management,single,secondary,171,no,93.0,1,yes
40.0,management,divorced,tertiary,69,yes,503.0,2,no
34.0,admin.,married,secondary,1499,yes,186.0,1,no
29.0,self-employed,married,tertiary,751,yes,121.0,2,no
36.0,management,married,tertiary,61,no,452.0,2,no
83.0,retired,married,primary,425,no,883.0,1,yes
55.0,services,divorced,primary,2923,yes,104.0,2,no
43.0,management,divorced,tertiary,99,no,24.0,3,no
23.0,student,single,secondary,1021,no,79.0,9,no
44.0,technician,married,tertiary,1146,no,178.0,2,no
58.0,blue-collar,married,primary,781,yes,74.0,2,no
29.0,admin.,single,secondary,1448,no,217.0,1,no
30.0,management,single,tertiary,604,no,475.0,1,no
29.0,admin.,single,secondary,-194,yes,127.0,1,no
41.0,technician,married,secondary,0,no,101.0,1,no
35.0,housemaid,married,primary,0,yes,340.0,3,no
31.0,technician,single,secondary,1014,yes,158.0,4,no
27.0,admin.,single,tertiary,73,no,242.0,1,no
47.0,services,married,secondary,2597,yes,323.0,1,no
53.0,self-employed,married,tertiary,2627,yes,18.0,30,no
34.0,management,married,tertiary,1906,yes,68.0,3,no
34.0,blue-collar,married,primary,-319,yes,134.0,4,no
36.0,management,married,tertiary,-296,yes,113.0,3,no
40.0,technician,married,secondary,169,yes,43.0,4,no
37.0,self-employed,single,tertiary,556,no,200.0,2,no
65.0,retired,divorced,unknown,300,no,245.0,2,no
53.0,technician,divorced,secondary,751,yes,343.0,4,no
28.0,technician,single,secondary,126,no,229.0,1,no
33.0,technician,divorced,tertiary,-386,yes,530.0,1,no
56.0,blue-collar,married,primary,379,no,58.0,5,no
45.0,self-employed,married,secondary,706,no,78.0,2,no
39.0,technician,married,secondary,9121,no,147.0,1,no
28.0,management,single,tertiary,1466,yes,40.0,1,no
36.0,blue-collar,married,primary,0,yes,618.0,2,no
41.0,blue-collar,married,primary,951,yes,23.0,4,no
46.0,admin.,married,secondary,368,no,293.0,1,yes
41.0,blue-collar,married,secondary,121,yes,16.0,6,no
59.0,services,married,secondary,204,no,286.0,2,no
24.0,admin.,married,secondary,299,yes,209.0,1,no
34.0,management,married,tertiary,4170,yes,935.0,1,no
40.0,blue-collar,married,primary,-335,yes,260.0,1,no
42.0,admin.,married,secondary,3165,yes,298.0,4,no
50.0,services,married,secondary,254,yes,397.0,2,no
25.0,management,single,tertiary,553,yes,113.0,4,no
51.0,services,divorced,secondary,518,yes,76.0,1,no
50.0,management,married,tertiary,85,no,141.0,1,no
37.0,blue-collar,married,unknown,603,yes,773.0,2,no
21.0,services,single,secondary,361,no,329.0,1,no
52.0,blue-collar,married,secondary,-98,yes,423.0,1,no
55.0,retired,married,primary,4424,no,67.0,4,no
26.0,technician,single,secondary,2610,yes,626.0,1,no
38.0,technician,married,tertiary,3234,no,578.0,2,yes
32.0,blue-collar,married,secondary,687,yes,61.0,1,no
31.0,blue-collar,married,secondary,631,yes,248.0,4,no
34.0,technician,single,secondary,341,no,136.0,1,no
33.0,technician,single,tertiary,316,no,126.0,3,no
35.0,technician,married,secondary,2,no,653.0,3,no
44.0,management,married,unknown,415,yes,7.0,7,no
48.0,management,divorced,tertiary,507,yes,528.0,1,no
29.0,blue-collar,married,secondary,912,yes,785.0,1,no
50.0,management,married,tertiary,0,no,243.0,5,no
37.0,blue-collar,married,primary,37,yes,24.0,2,no
44.0,admin.,single,secondary,2524,no,82.0,1,no
36.0,unemployed,single,tertiary,9019,yes,952.0,3,no
49.0,blue-collar,divorced,unknown,39,yes,27.0,5,no
31.0,blue-collar,married,secondary,0,yes,143.0,1,no
49.0,technician,divorced,secondary,265,yes,274.0,6,no
35.0,blue-collar,single,secondary,0,yes,1174.0,1,yes
57.0,admin.,divorced,unknown,4012,no,915.0,1,no
42.0,blue-collar,married,primary,1520,yes,115.0,1,no
36.0,blue-collar,divorced,secondary,-140,yes,222.0,2,no
75.0,retired,divorced,primary,852,no,341.0,1,no
38.0,blue-collar,single,secondary,578,yes,112.0,2,no
40.0,blue-collar,married,primary,0,yes,64.0,2,no
38.0,services,single,secondary,2253,yes,937.0,3,yes
34.0,management,single,tertiary,1171,yes,129.0,1,no
29.0,technician,single,tertiary,452,yes,59.0,1,no
28.0,admin.,married,secondary,-97,yes,79.0,1,no
79.0,retired,married,secondary,4738,no,151.0,5,no
51.0,admin.,divorced,secondary,467,yes,83.0,1,no
32.0,student,single,tertiary,0,no,101.0,5,no
